PRODUCTO ;group;Marca;CATEGORIA;;;
KALIOLITE 500MG C/50 GRAGEAS CLORURO DE POTASIO (MERCK);;;;;;
KAOMYCIN 180ML NEOMICINA,CAOLIN,PECTINA (ARMSTRONG)                   ;;ARMSTRONG;ANTIDIARREICO;;;
KAOMYCIN C/20 TABS NEOMICINA,CAOLIN,PECTINA (ARMSTRONG)                   ;;ARMSTRONG;ANTIDIARREICO;;;
KAOPECTATE C/20 TABS ;;;;;;
KAPOSALT C/50 TABS SALES DE POTASIO (TECNOFARMA);;;;;;
KASTORAAM 10MG C/10 TABS MONTELUKAST (RAAM);;;;;;
KEFLEX 1G C/12 TABS CEFALEXINA (LILLY);;;;;;
KEFLEX 250MG SUSP (LILLY);;;;;;
KEFLEX 500MG C/12 TABS CEFALEXINA (LILLY);;;;;;
KEFLEX 500MG C/20 TABS CEFALEXINA (LILLY);;;;;;
KENCICLEN 100MG C/10 CAPS DOXICICLINA (KENER);;;;;;
KENZOFLEX 500MG C/12 TABS BOTE CIPROFLOXACINO (COLLINS);;;;;;
KENZOFLEX 500MG C/12 TABS CIPROFLOXACINO (COLLINS);;;;;;
KENZOFLEX 500MG C/28 TABS CIPROFLOXACINO (COLLINS);;;;;;
KESIPRIL 10MG C/10 TABS LISINOPRIL (KENER);;;;;;
KETOROLACO 10MG C/10 TABS (AMSA);;;;;;
KETOROLACO 10MG C/10 TABS (MAVER);;;;;;
KETOROLACO 10MG C/10 TABS (ULTRA);;;;;;
KETOROLACO 30MG C/3 AMP (AMSA);;;;;;
KIDDI PHARMATON 100ML SUSP (BOEHRINGER INGELHEIM);;BOEHRINGER INGELHEIM;VITAMINA;;;
KIDDI PHARMATON 200ML SABOR NARANJA (BOEHRINGER INGELHEIM);;BOEHRINGER INGELHEIM;VITAMINA;;;
KIDDI PHARMATON C/30 TABS (BOEHRINGER INGELHEIM);;BOEHRINGER INGELHEIM;VITAMINA;;;
Kitoscell 3.5g Gel (CTT);;;;;;
Kitoscell 30g Gel (CTT);;;;;;
KLARIX 250MG SUSP CLARITROMICINA (MAVER);;MAVER;ANTIBIOTICO;;;
KLARIX 500MG C/10 TABS CLARITROMICINA (MAVER);;MAVER;ANTIBIOTICO;;;
KLODEX 2MG C/100 TABS CLONAZEPAM (IFA CELTICS);;;;;;
Kola Loka 5g Goterito (Krazy);;;;;;
KORTRIBION C/80 CAPSULAS (BIOKEMICAL);;BIOKEMICAL;VITAMINA;;;
KRAFASIN 40G Betametasona,Gentamicina,Clotrimazol (DANKEL);;;;;;
KROBICIN 250MG SUSP CLARITROMICINA (MAVI);;;;;;
L;;;;;;
LA MILAGROSA CREMA ;;;;;;
La Tia Mana 50g Crema Acne, Espinillas, Paño, Pecas, Manchas de Sol y Arrugas Prematuras;;;;;;
LABELLO 24HRS PROTECTOR LABIAL CEREZA (BEIERSDORF);;;;;;
LABELLO 24HRS PROTECTOR LABIAL FRESA (BEIERSDORF);;;;;;
LABELLO 24HRS PROTECTOR LABIAL HYDROCARE (BEIERSDORF);;;;;;
LABELLO 24HRS PROTECTOR LABIAL ORIGINAL (BEIERSDORF);;;;;;
LACTREX CREMA 60G ;;;;;;
LACTREX LOCION 125ML ;;;;;;
LAKESIA 3ML CICLOPIROX (GENOMMA);;GENOMMA;ANTIMICOTICO;;;
LAMISIL 250MG C/10 TABLETAS (NOVARTIS);;;;;;
LAMISIL 250MG C/20 TABLETAS (NOVARTIS);;;;;;
LAMISIL 250MG C/30 TABLETAS (NOVARTIS)            ;;;;;;
LAMISIL CREMA 1% 30GR (NOVARTIS)                  ;;NOVARTIS;ANTIMICOTICO;;;
LAMISIL CREMA 15 GR (NOVARTIS);;;;;;
LAMISIL SPRAY 30ML (NOVARTIS);;;;;;
Laritol 10mg c/10 Tabs Loratadina (Maver);;;;;;
LARITOL D 120ML ADULTO LORATADINA, FENILEFRINA (MAVER);;;;;;
LARITOL D 120ML INF LORATADINA, FENILEFRINA (MAVER);;;;;;
LARITOL EX 120ML LORATADINA, AMBROXOL  (MAVER);;;;;;
LARITOL EX C/10 TABS LORATADINA/ AMBROXOL (MAVER);;;;;;
LASIX 40MG C/24 TABS (AVENTIS);;;;;;
LAWAZIN 5MG C/100 TABS GLIBENCLAMIDA (VICTORY);;;;;;
LAXOBERON 30ML GOTAS (BOEHRINGER INGELHEIM);;;;;;
LAXOBERON C/20 TABLETAS (BOEHRINGER INGELHEIM)    ;;;;;;
LECHE DE MAGNESIA NORMEX 180ML (PERRIGO)          ;;;;;;
LECHE DE MAGNESIA NORMEX 360ML (PERRIGO)          ;;;;;;
LECODER CREMA 20GR 2% MICONAZOL (MAVI);;;;;;
Lerk 100mg c/4 Comprimidos Sildenafil (Siegfried Rhein);;;;;;
LEVADURA DE CERVEZA C/150 TABS (DINA);;;;;;
LEVADURA DE CERVEZA C/250 CAPLETAS (PRONAT)       ;;;;;;
LEVETIRACETAM 500MG C/60 TABS (AMSA);;;;;;
LEVITRA 20MG C/1 TAB (GLAXO SMITH KLINE);;;;;;
Levofloxacino 500mg c/7 Tabletas (AMSA);;;;;;
LEVOFLOXACINO 500MG C/7 TABS (NEOLPHARMA);;;;;;
LEVONORGESTREL-ETINILESTRADIOL c/21 tabs (Tempus Pharma);;;;;;
LEVONORGESTREL-ETINILESTRADIOL c/28 tabs (PERRIGO);;;;;;
Levotiroxina  c/100 TABS. 0.100 MG. ;;;;;;
LEXOTAN 6MG C/100 TABS BROMAZEPAM (ROCHE);;;;;;
Libertrim 200mg c/24 Comprimidos Trimebutina (Carnot);;;;;;
LIBIOCID 500MG C/ LINCOMICINA (RAYERE);;;;;;
LIBIOCID 600MG C/6 AMP LINCOMICINA (RAYERE);;;;;;
LIDOCAINA 35GR POMADA (ALPHARMA);;;;;;
LINAZA PLUS 450GR ;;;;;;
LINCOCIN 100ML JARABE (PFIZER);;;;;;
LINCOCIN 500MG C/16 CAPS (PFIZER);;;;;;
LINCOCIN 600MG/2 ML C/6 AMP (PFIZER)              ;;PFIZER;ANTIBIOTICO;;;
LINCOCIN SOL 300MG/ML INY C/6 AMP (PFIZER)        ;;;;;;
LINCOMICINA 600MG C/6 AMPOLLETAS (AMSA);;;;;;
LINCOVER 500MG C/16 CAPSULAS LINCOMICINA (MAVER);;MAVER;ANTIBIOTICO;;;
LINCOVER 600MG C/3 LINCOMICINA (MAVER );;;;;;
LIPITOR 40MG C/15 TABS;;;;;;
LIQUIDO CA-LLOSOL ;;;;;;
LIQUIDO MARAVILLA;;;;;;
LISINOPRIL 10MG C/30 TABS (MEDLEY);;;;;;
LISINOPRIL 20MG C/100 TABS (PHARMARX);;;;;;
LISONIN 500MG C/12 CAPS (SON'S);;;;;;
LISONIN 600 INY C/6 (SON'S);;;;;;
LISONIN C/1 AMP AD (SON'S)                        ;;;;;;
LITIWEN 20MG C/100 TABS LISINOPRIL (VICTORY);;;;;;
LOCION ABRAKADABRA PARA LIMPIAS ;;;;;;
LOCION GITANA PARA LIMPIAS ;;;;;;
LOCOID 15GR HIDROCORTISONA 1% (LIOMONT);;;;;;
LOMECAN V 20G (GENNOMA);;;;;;
LOMOTIL 2MG C/5 SOBRES (JANSSEN-CILAG)            ;;;;;;
LOMOTIL C/8 TABLETAS (JANSSEN)                    ;;;;;;
LONOL 60G CREMA (BOEHRINGER INGELHEIM);;;;;;
LOPRESOR 100MG C/10 TABS (SANDOZ)            ;;;;;;
LORATADINA 10MG C/10 TABS (AMSA);;;;;;
LOROTEC 10MG C/10 (MAVER);;;;;;
LOSEC A-20 C/14 CÁPSULAS (GENOMMA LABS)           ;;;;;;
LOTRIMIN 30GR (SCHERING-PLOUGH)                   ;;;;;;
LOTRIMIN AEROSOL (SCHERING-PLOUGH)                ;;;;;;
LOVARIN EX 120ML AMBROXOL/ LORATADINA (COLLINS);;;;;;
LOXCELL C/1 TAB ALBENDAZOL/ QUINFAMIDA (CELLPHARMA);;;;;;
LOXCELL JUNIOR ALBENDAZOL/ QUINFAMIDA (CELLPHARMA);;;;;;
LOXCELL PEDIATRICO ALBENDAZOL/ QUINFAMIDA (CELLPHARMA);;;;;;
LUNARIUM 100/300 MG C/14 CAPS BROMURO DE PINAVERIO-DIMECOTINA  (ITALMEX);;;;;;
LUTORAL - E C/20 TABS 2MG/80MCG (PFIZER);;;;;;
Lydhia Pinckham 500mg c/90 Tabletas (Dina);;;;;;
LYRICA 150MG C/14 CAPS (PFIZER);;;;;;
LYRICA 300MG C/14 CAPS (PFIZER);;;;;;
LYRICA 75MG C/14 CAPS (PFIZER);;;;;;
M FORCE C/10 CAPS (GENOMMA);;;;;;
M FORCE C/30 CAPS (GENOMMA);;;;;;
M FORCE C/30 CONDONES (GENOMMA);;;;;;
MACA 100% C/60 1G (SANDY);;;;;;
MACROFURIN 100MG C/40 CAPS NITROFURANTOINA (MAVI);;;;;;
MADECASSOL  C/12 OVULOS  METRONIDAZOL,CENTELLA ASIATICA,NITROFURAL (SANOFI);;;;;;
MAFENA RETARD 100MG C/20 TABS (MAVER);;;;;;
MAGALDRATO/DIMETICONA 10ML GEL C/10 SOBRES (AVIVIA);;AVIVIA;ANTIACIDO;;;
MAGNOPYROL 500 MG C/10 TABS ;;;;;;
MAGNOPYROL 500MG C/50 COMPRIMIDOS (SIEGFRIED RHEIN);;;;;;
MAGSOKON TRIANGULO 26G C/20;;;LAXANTE;;;
MAGSOKON TRIANGULO 26G C/50;;;LAXANTE;;;
MALIVAL 25MG C/30 CÁPSULAS (SILANES)              ;;;;;;
MALIVAL AP 50MG C/28 CAPSULAS (SILANES)           ;;;;;;
Malival Compuesto c/32 Caps Metocarbamol/Indometacina (Silanes);;;;;;
MAMISAN 100GR (PFIZER) P. AMARILLA;;ZOETIS;ANTIINFLAMATORIO TOPICO;;;
MAMISAN 200GR (PFIZER) P. AMARILLA;;ZOETIS;ANTIINFLAMATORIO TOPICO;;;
MAMISAN 200GR (ZOETIS) ORIGINAL;;ZOETIS;ANTIINFLAMATORIO TOPICO;;;
MAMISAN CON DICLOFENACO ;;;;;;
MAMISAN CON DICLOFENACO GEL ;;;;;;
Mamisan Unguento 100gr (Plantimex);;;;;;
Mamisan Unguento 200gr (Plantimex);;;;;;
MANGO AFRICANO C/60 TABS (SANDY);;;;;;
MANTECA C/12 KG;;;;;;
MANTECA INCA C/12 KG ;;;;;;
MANZANILLA 15 GOTAS (SOPHIA-GENERICO) ;;SOPHIA GENERICO;OFTALMICO ;;;
MANZANILLA GOTAS 15ML (SOPHIA)                    ;;SOPHIA GENERICO;OFTALMICO ;;;
MARIGUANOL BALSAMO (CBD);;;;;;
MARIGUANOL POMADA;;;;;;
MARIGUANOL POMADA ;;;;;;
MASCARILLA ARCILLA BENTONITA 150GR (INDIO PAPAGO);;;;;;
MASCARILLA ARCILLA ROSA 100GR (GIZEH)             ;;;;;;
MASCARILLA ARCILLA VERDE 100GR (GIZEH)            ;;;;;;
Mascarilla de Arcilla 100gr (La Salud es Primero );;;;;;
MAVIDOL 10MG C/10 TABS KETOROLACO (MAVI);;MAVI;ANTIINFLAMATORIO;;;
MAVIDOL C/3 AMP KETOROLACO (MAVI);;MAVI;ANTIINFLAMATORIO;;;
Mavidol SL 30mg c/4 Tabs Ketorolaco (Mavi);;MAVI;ANTIINFLAMATORIO;;;
MAVIDOL TR C/10 TABS KETOROLACO / TRAMADOL (MAVI);;MAVI;ANTIINFLAMATORIO;;;
MAVIDOL TR C/3 AMP KETOROLACO-TRAMADOL (MAVI);;MAVI;ANTIINFLAMATORIO;;;
MAVIDOL TR SUBLINGUAL  C/4 TABS KETOROLACO / TRAMADOL (MAVI);;MAVI;ANTIINFLAMATORIO;;;
Maxifort 50mg c/4 Sildenafil (Degorts Chemical);;;;;;
Maxifort ZIMAX 100mg c/10 Sildenafil (Degorts Chemical);;DEGORTS CHEMICAL;DISFUNCION ERECTIL ;;;
Mazzogran 100mg c/1 Tabs Sildenafil (Collins);;;;;;
Mazzogran 100mg c/10 Tabs Sildenafil  3 Pack (Collins);;;;;;
Mazzogran 100mg c/10 Tabs Sildenafil (Collins);;;;;;
Me Vale Madre 500mg c/60 Tabs (Nutri);;;SUPLEMENTO;;;
ME VALE MADRE 60ML (DINA)                ;;;;;;
Me Vale Madre c/60 Tabs (Dina);;;;;;
Me Vale Madre Gotas 60ml (Nutri);;;;;;
MECLISON 15ML GOTAS MECLIZINA, PIRIDOXINA (SONS);;;;;;
MEDICASP SHAMPOO 130ML (GENOMMA LABS)             ;;GENOMMA;HIGIENE PERSONAL ;;;
MEDICINA PERCY SUSP 90ML                          ;;;ANTIDIARREICO;;;
MEDIGEN 10MG C/10 TABS KETOROLACO (MAVER);;;;;;
MEDIGEN 250MG SUSP CEFALEXINA (MAVER);;;;;;
MEGA-R 600MG C/30 CAPS (NATURAL);;;;;;
Mejoral 500 c/12 tabs;;;;;;
MEJORAL 500 EXHIBIDOR;;;;;;
MEJORALITO DISPLAY (GSK);;;;;;
MEJORALITO JUNIOR 120ML DE 6 A 11 AÑOS (GSK);;;;;;
MEJORALITO PED GOTAS 30ML (GLAXO SMITH KLINE)     ;;GLAXO SMITH KLINE;ANALGESICO ;;;
MEJORALITO PEDIATRICO DE 2 A 7 AÑOS C/30 TABS (GSK);;GSK;ANALGESICO ;;;
MEJORALITO PEDIATRICO SOLUCION 120ML DE 2 A 5 AÑOS (GSK);;GSK;ANALGESICO ;;;
MELADININA 10MG C/30 TABS (CHINOIN);;;;;;
MELADININA 30GR POMADA (CHINOIN) ;;;;;;
MELIDEN 100MG C/10 TABS NIMESULIDA (MAVI);;;;;;
MELLITRON C/80 TABS (JANSSEN CILAG);;;;;;
Melox Noche AntiReflujo c/10 Sobres (Sanofi-Aventis);;;;;;
MELOX PLUS  MENTA 360ML ALUMINIO, MAGNESIO, DIMETICONA (SANOFI)        ;;SANOFI;ANTI ACIDO;;;
MELOX PLUS C/30 TABLETAS CEREZA (SANOFI)          ;;SANOFI;ANTI ACIDO ;;;
MELOX PLUS C/50 TABS (SANOFI);;SANOFI;ANTI ACIDO ;;;
Melox Plus c/50 Tabs Menta, Cereza, Lima / Limon (Sanofi-Aventis);;SANOFI;ANTI ACIDO ;;;
MELOX PLUS CEREZA 360ML ALUMINIO, MAGNESIO, DIMETICONA (SANOFI)                  ;;SANOFI;ANTI ACIDO;;;
MEMOACTIVE  C/90 TABS (SANDY);;;;;;
MEMOACTIVE C/90 (SANDY);;;;;;
Memorix 1g c/100 Tabs (Dina);;;;;;
MENAZAN CREMA 20 GR MICONAZOL (BIOMEP);;;;;;
MENNEN ACEITE 200ML (PALMOLIVE);;;;;;
MENNEN COLONIA 200ML (PALMOLIVE);;;;;;
Menopauxil 750mg c/60 Capsulas (Nature's ´P.e.t. );;;;;;
MENOPAZ C/90 CAPS (SANDY);;;;;;
MERTODOL BLANCO 40ML (JALOMA);;;;;;
MERTODOL TINTURA 40ML (JALOMA)                    ;;;;;;
MESBRU C/1 AMP Y JERINGA ALGESTONA 150MG + ESTRADIOL 10MG (BRULUART);;;;;;
Mesigyna c/1 Amp 1ml Noretisterona-Estradiol (Bayer);;;;;;
MESSELDAZOL 500MG C/20 TABS METRONIDAZOL (BIOMEP);;;;;;
MESSELDAZOL 500MG C/30 TABS METRONIDAZOL (BIOMEP);;;;;;
MESULID C/10 TABLETAS (ROCHE)                     ;;;;;;
METICORTEN 20MG C/30 (SCHERING-PLOUGH);;;;;;
METICORTEN 50MG C/20 TABS (SCHERING-PLOUGH);;;;;;
METICORTEN 5MG C/30 TABS (SCHERING-PLOUGH)        ;;;;;;
METOCLOPRAMIDA  C/20  TABS. 10 MG. (AVIVIA);;;;;;
METOCLOPRAMIDA 10MG C/20 TABS (LOEFFLER);;;;;;
METOPROLOL 100MG /20 TABS (APOTEX);;;;;;
METOPROLOL 100MG C/20 (SERRAL);;;;;;
METRIGEN FUERTE INY (ORGANON MEXICANA);;;;;;
METRONIDAZOL 500MG C/30 TABS (ALPHARMA);;;;;;
MEXAPIN  500MG CAPS C/20;;;;;;
MEXAPIN 500MG C/100 CAPS                          ;;;;;;
MEXSANA TALCO 160G (BAYER);;;;;;
MEXSANA TALCO 80G (BAYER);;;;;;
MEZELOL 100MG C/100 TABS METOPROLOL (VICTORY);;VICTORY;ANTIHIPERTENSIVO;;;
MEZELOL 50MG C/100 TABS METOPROLOL (VICTORY);;VICTORY;ANTIHIPERTENSIVO;;;
MEZELOL 50MG C/20 TABS (VICTORY);;;;;;
MI ARROZ C/10 PIEZAS (KNORR);;;;;;
MICARDIS  40MG C/14 TABS TELMISARTAN  (BOEHRINGER INGELHEIM);;;;;;
MICARDIS  80MG c/14 TABS TELMISARTAN (BOEHRINGER INGELHEIM);;;;;;
MICARDIS  80MG c/28 TABS TELMISARTAN (BOEHRINGER INGELHEIM);;;;;;
MICARDIS PLUS 80MG c/14 TABS TELMISARTAN (BOEHRINGER INGELHEIM);;;;;;
MICCIL 1MG C/20 COMPRIMIDOS (IPAL);;;;;;
MICONAZOL 20G CREMA (ALPHARMA) ;;;;;;
MICOSTATIN BABY 30GR UNGUENTO (BRISTOL-MYERS SQUIBB);;BRISTOL-MYERS;ANTIFUGICO;;;
MICOSTATIN C/30 TABLETAS (BRISTOL/MYERS SQUIBB)   ;;BRISTOL-MYERS;ANTIFUGICO;;;
MICOSTATIN INF GOTAS 10,000,000UI 60ML (BRISTOL-MYERS SQUIBB);;BRISTOL-MYERS;ANTIFUGICO;;;
MICOSTATIN SUSPENSIÓN 100,000UI/ML (BRISTOL-MYERS SQUIBB);;BRISTOL-MYERS;ANTIFUGICO;;;
MICOSTATIN V CREMA 60GR (BRISTOL-MYERS SQUIBB);;BRISTOL-MYERS;ANTIFUGICO;;;
MICRODACYN 120ML ANTISEPTICO (SANFER);;;;;;
MICROGYNON C/21 TABLETAS (BAYER)                  ;;BAYER;ANTICOCEPTIVO;;;
MICROGYNON CD C/28 TABLETAS (BAYER)               ;;BAYER;ANTICOCEPTIVO;;;
MICTASOL C/16 TABS. NORFLOXACINO-FENAZOPIRIDINA  (ASOFARMA);;;;;;
MIEL DE AMOR LOCION ;;;;;;
MIEL DE AMOR SPRAY ;;;;;;
MINOCIN 100MG C/12 TABS (PFIZER);;;;;;
MIRIAM DIA CREMA 50G;;;;;;
MIRIAM NOCHE CREMA 50G;;;;;;
ML-PRIM C/12 CAPS METOCARBAMOL, IBUPROFENO (GELPHARMA);;GELPHARMA;ANALGESICO ;;;
MOCO DE GORILA 340GR (NATURAL LABS)               ;;;;;;
MOCO DE GORILA PUNK 85GR(NATURALABS)              ;;;;;;
MOMENTS 50MG C/30 TABS CLORNIFENO (IFA CELTICS);;;;;;
MONTELUKAST 10MG C/20 TABS (AMSA);;;;;;
Moringa Complex 500mg c/30 Capsulas (Dina);;;;;;
MORINGA OLEIFERA C/90 1G (SANDY);;;;;;
MOTRIN 800MG C/45 GRAGEAS (PFIZER);;;;;;
MOTRIN INF 120ML FRUTAS (JANSSEN)                 ;;;;;;
MOTRIN PEDIATRICO 15ML ;;;;;;
MUCIBRON 120ML AMBROXOL (NOVAG);;;;;;
MUCOANGIN GROSELLA  20MG C/18 PASTILLAS AMBROXOL (BOEHRINGER INGELHEIM);;BOEHRINGER INGELHEIM;ANTITUSIGENO;;;
MUCOANGIN LIMON 20MG C/18 PASTILLAS AMBROXOL (BOEHRINGER INGELHEIM);;BOEHRINGER INGELHEIM;ANTITUSIGENO;;;
MUCOANGIN MENTA 20MG C/18 PASTILLAS AMBROXOL (BOEHRINGER INGELHEIM);;BOEHRINGER INGELHEIM;ANTITUSIGENO;;;
MUCOSOLVAN C/10 AMP (BOEHRINGER INGELHEIM)        ;;BOEHRINGER INGELHEIM;ANTITUSIGENO;;;
MUCOSOLVAN C/20 PASTILLAS (BOEHRINGER INGELHEIM)  ;;BOEHRINGER INGELHEIM;ANTITUSIGENO;;;
MUCOSOLVAN COMPUESTO 120ML (BOEHRINGER INGELHEIM) ;;BOEHRINGER INGELHEIM;ANTITUSIGENO;;;
MUCOVIBROL C 120ML (LIOMONT)                      ;;LIOMONT;ANTITUSIGENO;;;
MUCOVIBROL C GOTAS 20ML (LIOMONT)                 ;;LIOMONT;ANTITUSIGENO;;;
MUCOVIBROL C/20 COMPRIMIDOS (LIOMONT)             ;;LIOMONT;ANTITUSIGENO;;;
MUEGANOS ;;;;;;
MUICOSOLVAN RETARD 24HRS C/10 TABLETAS ;;;;;;
MUITO CXO LADY 400ML ;;;;;;
MUITO CXO MEN 400ML ;;;;;;
MULTIVITAMINAS EFERVECENTES INFANTIL (SELTZ);;;;;;
MULTIVITAMINICO MULTIMINERAL C/30 CAPS (PHARMA LIFE);;;;;;
MUSTELA CREMA CONTRA LAS ROSADURAS                ;;;;;;
MYFUNGAR 20GR CREMA (ITALMEX);;;;;;
MYRYAM CREMA 15G (PLANTIMEX);;;;;;
NAILEX 15ML DESENTERRADOR ;;;ANTIMICOTICO;;;
NAILEX 15ML UNA AMARILLA                          ;;;ANTIMICOTICO;;;
NALIXONE 500MG C/20 TABS ACIDO NALIDIXICO/FENAZOPIRIDINA (SONS);;;;;;
NARTEX ALCOHOLISMO C/9 PASTILLAS (NARTEX);;;;;;
NASALUB ADULTO SOLUCION 30ML (GENOMMA);;;;;;
NASALUB INFANTIL SOLUCION 30ML (GENOMMA);;;;;;
Nasalub Max 100ml (Genomalab);;;;;;
NATRAZIM 40MG C/28 TABS TELMISARTAN (NOVAG);;;;;;
NAXEN 250MG C/45 TABS (SYNTEX);;;;;;
NAZIL 15ML (SOPHIA)                               ;;;;;;
NEB;;;;;;
NEBIDO 1000MG INY TETOSTERONA (BAYER);;;;;;
NEBIVOLOL 5MG C/14TABS (CAMBER);;;;;;
NEMORIL 40MG C/30 CAPS GINKO BILOBA (GEL PHARMA);;;;;;
NENEDENT 10G GEL (NYCOMED);;NYCOMED;ANESTESICO TOPICO;;;
Neo Omega 3 Salmon + Q c/100 Caps (Anahuac);;;;;;
Neo Omega 3 Salmon c/100 Caps (Anahuac);;;;;;
NEOGYNON C/21 TABS LEVONORGESTREL/ETINILESTRADIOL (BAYER);;BAYER;ANTICONCEPTIVO;;;
NEOMELUBRINA 500MG GOTAS (SANOFI);;;;;;
NEO-MELUBRINA C/5 AMP (SANOFI)                    ;;SANOFI;ANALGESICO ;;;
NEO-MELUBRINA C/5 SUPOSITORIOS (SANOFI)           ;;SANOFI;ANALGESICO ;;;
NEO-MELUBRINA JBE INF 100ML (SANOFI AVENTIS)      ;;SANOFI;ANALGESICO ;;;
NEO-MELUBRINA TABS 500MG C/10 TAB METAMIZOL SODICO (SANOFI AVENTIS);;SANOFI;ANALGESICO ;;;
NERVICALM C/90 1G (SANDY);;;;;;
NESAJAR C/16 CAPS  PINAVERIO / DIMETICONA  (GEL PHARMA);;GEL PHARMA ;ANTICONCEPTIVO;;;
NEURALIN SOL INY (CHINOIN)                        ;;;;;;
NEUROBION C/30 TABS (MERCK);;MERCK ;ANALGESICO ;;;
NEUROBION C/60 TABS (MERCK);;;;;;
NEUROBION DC 10MG C/3 AMP (MERCK);;MERCK ;ANALGESICO ;;;
NEUROBION DC 10MG C/5 AMP (MERCK);;MERCK ;ANALGESICO ;;;
Neuroflax 20mg/4mg Iny c/1 Frasco (Sanofi) ;;SANOFI;ANALGESICO ;;;
Neuroflax 20mg/4mg Iny c/3 Frascos (Sanofi);;SANOFI;ANALGESICO ;;;
Neurontin 300mg c/30 Caps Gabapentina (Pfizer);;PFIZER;ANALGESICO ;;;
NEUROTROPAS-DB C/10. VIALES 15ML MULTIVITAMINICO (LAB DB);;LAB DB;VITAMINA;;;
NIKSON C/40 TABS (GENOMMA LAB);;;;;;
NIKSON C/90 TABS (GENOMMA LAB)                ;;GENOMMA LAB;HEMORROIDE;;;
NIMESULIDA 100MG C/10 TABLETAS (PHARMA RX)        ;;;;;;
NIMOTOP INYECTABLE ;;;;;;
NISTATINA 24ML 2,400,000 U (PERRIGO);;PERRIGO;ANTIFUNGICO;;;
NIVEA CREMA 100ML (BEIERSDORF)                    ;;;;;;
NIVEA CREMA 200ML (BEIERSDORF)                    ;;;;;;
NIVEA CREMA 400ML + 100ML (BEIERSDORF);;;;;;
NIVEA CREMA 50ML (BEIERSDORF)                     ;;;;;;
NIVEA CREMA 50ML TARRO (BEIERSDORF);;;;;;
NIVEA CREMA DISPENSER C/24 LATITAS 20G (BEIERSDORF);;;;;;
NIVEA DESODORANTE ACLARADO CLASSIC TOUCH SPRAY (BEIERSDORF);;;;;;
NIVEA DESODORANTE ACLARADO NATURAL BEAUTY TOUCH SPRAY (BEIERSDORF);;;;;;
NIVEA DESODORANTE ROLL-ON (BEIERSDORF);;;;;;
NIZORAL 200MG C/10 TABS (JANSSEN-CILAG);;JANSSEN-CILAG;ANTIFUNGICO;;;
NIZORAL 200MG C/20 TABS (JANSSEN-CILAG);;JANSSEN-CILAG;ANTIFUNGICO;;;
NIZORAL CREMA 40GR (JANSSEN)                      ;;JANSSEN ;ANTIFUNGICO;;;
NO + KOLICOS C/90 1G (SANDY);;;;;;
NOGASLAN 40MG C/28 TABS PANTOPRAZOL (LANDSTEINER);;;;;;
NOGRAINE 100MG C/5 TABS (VICTORY);;;;;;
NOGRAINE 50MG C/8 TABS SUMATRIPTAN (VICTORY);;;;;;
NOPAL 7 DE POTENCIAS C/150 CAPS (PLANTIMEX);;;;;;
Nopal Sabila 450mg c/150 Capsulas (La Salud es Primero );;;;;;
NOPIKEX REPELENTE SPRAY;;;;;;
NO-PIO-JIN 125ml Shampoo;;;;;;
NO-PIO-JIN GEL REPELENTE DE PIOJOS 500GR          ;;;;;;
NO-PIO-JIN SHAMPOO 125ML CON PEINE                ;;;;;;
NORAPRED 50MG C/20 TABS PREDNISONA (BRULUART);;;;;;
NORDET C/21 TABLETAS (PFIZER)                     ;;PFIZER;ANTIBIOTICO;;;
NORDINET ADULTO C/20 TABS (NORDIN)                ;;NORDIN;ANALGESICO ;;;
NOREX 50MG C/30 TABS ANFEPRAMONA (IFA);;;;;;
NORISTERAT 200MG C/1 AMP NORETISTERONA (BAYER) ;;;;;;
NOSIPREN 20MG c/100 TABS PREDNISONA (COLLINS);;;;;;
NOSIPREN 20MG c/30 TABS PREDNISONA (COLLINS);;COLLINS;CORTICOESTEROIDE;;;
Nucleo C.M.P. Forte 5mg /3mg c/30 Caps (Ferrer);;;;;;
NURO-B C/10 TABLETAS (RIMSA)                      ;;;;;;
NUTRIDERM CREMA TEPEZCOUITE 60GR (NUTRIDERM);;;;;;
NYSMOSONS-V C/10 OVULOS METRODINAZOL, NISTATINA, FLUOCINOLONA (SONS);;SONS;ANTIFUNGICO;;;
OBAO ANGEL 24HR (GARNIER);;;;;;
OBAO AZUL MORADO OCEANIC 48HRS 65G HOMBRE (GARNIER);;;;;;
OBAO BAMBOO 150ML SPRAY (GARNIER);;;;;;
OBAO FRESCURA FLORAL 65G (GARNIER);;;;;;
OBAO FRESCURA POWDER 65G (GARNIER);;;;;;
OBAO FRESCURA SUAVE 65GR (GARNIER);;;;;;
OBAO FRESQUISIMA 65G (GARNIER);;;;;;
OBAO FRESQUISSIMA 150ML SPRAY (GARNIER);;;;;;
OBAO MAN NEGRO 65GR (GARNIER);;;;;;
OBAO MEN CLASSIC 24H (GARNIER);;;;;;
OBAO NARANJA FRESCURA INTENSA 65G (GARNIER);;;;;;
OBAO PIEL DELICADA 150ML SPRAY (GARNIER);;;;;;
OBAO PIEL DELICADA 65GR (GARNIER);;;;;;
OBAO POWDER 65GR (GARNIER);;;;;;
OBAO SEDA 65GR (GARNIER);;;;;;
OBAO SENSITIVE AZUL CIELO (GARNIER);;;;;;
OBAO SENSITIVE SEDA 65G (GARNIER);;;;;;
OBAO SUAVE 65GR (GARNIER);;;;;;
